Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,24,Angola,AGO,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,28,8,kg,28,28,0,291,291.068,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,32,Argentina,ARG,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3736,8,kg,3736,3736,0,6840,6840.094,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,586,Pakistan,PAK,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,33342,8,kg,33342,33342,0,3992,3992.593,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,604,Peru,PER,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,469,8,kg,469,469,0,2207,2207.829,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,788,Tunisia,TUN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,83200254,8,kg,83200254,83200254,0,6033430,6033430.169,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,70,Bosnia Herzegovina,BIH,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,5081532,8,kg,5081532,5081532,0,309901,309901.508,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,504,Morocco,MAR,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,68493203,8,kg,68493203,68493203,0,4090741,4090741.874,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,458,Malaysia,MYS,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,21268,8,kg,21268,21268,0,32174,32174.278,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,704,Viet Nam,VNM,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,220511318,8,kg,220511318,220511318,0,12573000,12573000.234,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,818,Egypt,EGY,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2482081,8,kg,2482081,2482081,0,230705,230705.108,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,360,Indonesia,IDN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,8425,8,kg,8425,8425,0,2108,2108.55,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,784,United Arab Emirates,ARE,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,168,8,kg,168,168,0,491,491.882,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,344,"China, Hong Kong SAR",HKG,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,300000,8,kg,300000,300000,0,78416,78416.835,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,376,Israel,ISR,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,5881,8,kg,5881,5881,0,729,729.926,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,804,Ukraine,UKR,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,14832606,8,kg,14832606,14832606,0,561053,561053.567,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,124,Canada,CAN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,26535,8,kg,26535,26535,0,24002,24002.943,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,710,South Africa,ZAF,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1614979,8,kg,1614979,1614979,0,257771,257771.032,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,76,Brazil,BRA,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,89,8,kg,89,89,0,1423,1423.75,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,764,Thailand,THA,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,7,8,kg,7,7,0,41,41.742,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,643,Russian Federation,RUS,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,50,8,kg,50,50,0,181,181.635,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,688,Serbia,SRB,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,16464831,8,kg,16464831,16464831,0,747264,747264.782,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,392,Japan,JPN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4450,8,kg,4450,4450,0,602,602.443,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,792,Turkey,TUR,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,286380556,8,kg,286380556,286380556,0,15029162,15029162.658,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,156,China,CHN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,15533262,8,kg,15533262,15533262,0,5599400,5599400.637,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,484,Mexico,MEX,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,10,8,kg,10,10,0,32,32.717,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,899,"Areas, nes",_X ,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3450,8,kg,3450,3450,0,3948,3948.595,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,757,Switzerland,CHE,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,9516410,8,kg,9516410,9516410,0,415533,415533.186,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,579,Norway,NOR,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,320,8,kg,320,320,0,102,102.663,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,699,India,IND,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1546,8,kg,1546,1546,0,625,625.006,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,591,Panama,PAN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,20,8,kg,20,20,0,245,245.941,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2000,8,kg,2000,2000,0,3912,3912.493,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,858,Uruguay,URY,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,430,8,kg,430,430,0,1356,1356.06,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,13709,8,kg,13709,13709,0,1701,1701.28,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,12850000,8,kg,12850000,12850000,0,704747,704747.442,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,862,Venezuela,VEN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,50653300,8,kg,50653300,50653300,0,4371632,4371632.492,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,368,Iraq,IRQ,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,950,8,kg,950,950,0,740,740.079,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,6,8,kg,6,6,0,1,1.128,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4625,8,kg,4625,4625,0,2063,2063.423,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,179696860,8,kg,179696860,179696860,0,18298834,18298834.874,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,12,Algeria,DZA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,60,8,kg,60,60,0,1359,1359.445,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,24,Angola,AGO,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,28,8,kg,28,28,0,291,291.068,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,694,Sierra Leone,SLE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,59,8,kg,59,59,0,185,185.02,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,14,8,kg,14,14,0,126,126.355,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,414,Kuwait,KWT,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,14,8,kg,14,14,0,11,11.282,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,192,Cuba,CUB,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,19,8,kg,19,19,0,82,82.356,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,6800,8,kg,6800,6800,0,767,767.156,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,33342,8,kg,33342,33342,0,3992,3992.593,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3736,8,kg,3736,3736,0,6840,6840.094,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,469,8,kg,469,469,0,2207,2207.829,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,83200254,8,kg,83200254,83200254,0,6033430,6033430.169,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,70,Bosnia Herzegovina,BIH,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,5081532,8,kg,5081532,5081532,0,309901,309901.508,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,504,Morocco,MAR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,68493203,8,kg,68493203,68493203,0,4090741,4090741.874,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2482081,8,kg,2482081,2482081,0,230705,230705.108,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,220511318,8,kg,220511318,220511318,0,12573000,12573000.234,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,168,8,kg,168,168,0,491,491.882,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,21268,8,kg,21268,21268,0,32174,32174.278,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,10,8,kg,10,10,0,32,32.717,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,300000,8,kg,300000,300000,0,78416,78416.835,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,8425,8,kg,8425,8425,0,2108,2108.55,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,804,Ukraine,UKR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,14832606,8,kg,14832606,14832606,0,561053,561053.567,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,5881,8,kg,5881,5881,0,729,729.926,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,26535,8,kg,26535,26535,0,24002,24002.943,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1614979,8,kg,1614979,1614979,0,257771,257771.032,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,7,8,kg,7,7,0,41,41.742,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,89,8,kg,89,89,0,1423,1423.75,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4450,8,kg,4450,4450,0,602,602.443,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,688,Serbia,SRB,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,16464831,8,kg,16464831,16464831,0,747264,747264.782,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,50,8,kg,50,50,0,181,181.635,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,15533262,8,kg,15533262,15533262,0,5599400,5599400.637,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,286380556,8,kg,286380556,286380556,0,15029162,15029162.658,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1546,8,kg,1546,1546,0,625,625.006,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,320,8,kg,320,320,0,102,102.663,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,9516410,8,kg,9516410,9516410,0,415533,415533.186,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3450,8,kg,3450,3450,0,3948,3948.595,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,862,Venezuela,VEN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,64017100,8,kg,64017100,64017100,0,5401378,5401378.452,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,591,Panama,PAN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,7765210,8,kg,7765210,7765210,0,1038927,1038927.916,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,368,Iraq,IRQ,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,6,8,kg,6,6,0,68,68.443,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2825,8,kg,2825,2825,0,1642,1642.639,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,600,Paraguay,PRY,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,28,8,kg,28,28,0,984,984.167,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,414,Kuwait,KWT,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,200000,8,kg,200000,200000,0,60627,60627.779,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,24,Angola,AGO,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,11,8,kg,11,11,0,147,147.507,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,51,Armenia,ARM,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,20,8,kg,20,20,0,485,485.003,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,192,Cuba,CUB,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,170,8,kg,170,170,0,997,997.148,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,12,Algeria,DZA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,63,8,kg,63,63,0,696,696.234,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,20,8,kg,20,20,0,83,83.784,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,258126005,8,kg,258126005,258126005,0,23896485,23896485.539,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,30,8,kg,30,30,0,83,83.784,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3009,8,kg,3009,3009,0,4218,4218.703,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,52,8,kg,52,52,0,1580,1580.096,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,70,Bosnia Herzegovina,BIH,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,26010890,8,kg,26010890,26010890,0,1797103,1797103.796,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,112492730,8,kg,112492730,112492730,0,7848554,7848554.303,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,538,8,kg,538,538,0,7824,7824.957,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,350000,8,kg,350000,350000,0,106622,106622.853,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,504,Morocco,MAR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,139934045,8,kg,139934045,139934045,0,8158888,8158888.003,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,160,8,kg,160,160,0,1767,1767.725,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,353,8,kg,353,353,0,370,370.538,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,209790055,8,kg,209790055,209790055,0,13742317,13742317.359,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,804,Ukraine,UKR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,61931900,8,kg,61931900,61931900,0,2991907,2991907.776,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,32178,8,kg,32178,32178,0,1877,1877.47,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,806780,8,kg,806780,806780,0,156641,156641.921,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,8,8,kg,8,8,0,266,266.693,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,688,Serbia,SRB,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,55365732,8,kg,55365732,55365732,0,2805057,2805057.58,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1941,8,kg,1941,1941,0,2630,2630.347,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,11323939,8,kg,11323939,11323939,0,4485452,4485452.578,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,157837526,8,kg,157837526,157837526,0,9756320,9756320.286,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2,8,kg,2,2,0,194,194.709,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,577,"Other Africa, nes",F19,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1920,8,kg,1920,1920,0,5041,5041.203,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1106060188,8,kg,1106060188,1106060188,0,82338795,82338795.514,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,52,8,kg,52,52,0,81,81.424,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,17422,8,kg,17422,17422,0,34454,34454.119,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,142,8,kg,142,142,0,17,17.701,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,195,8,kg,195,195,0,522,522.765,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,47131,8,kg,47131,47131,0,26472,26472.214,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,699,India,IND,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,47131,8,kg,47131,47131,0,26472,26472.214,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,579,Norway,NOR,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,195,8,kg,195,195,0,522,522.765,,0
H5,2018,2018,2018,6,1,0,M,97,EU-28,EUR,757,Switzerland,CHE,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,142,8,kg,142,142,0,17,17.701,,0
